date,title,link,first_paragraph,publish_location,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,PESTLE,source
2023-12-07,BSI aktualisiert Mindestanforderungen für Rechenzentren des Bundes,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/231204_Mindeststandard-HVB.html,"Das Bundesamt für Sicherheit in der Informationstechnik (BSI) hat denMindeststandard zum HV-Benchmark kompakt 5.0 in der neuen Version 2.0veröffentlicht. Darin wird nun das Niveau der Standard-Absicherung nachIT-Grundschutz als Maßstab angelegt. Der Mindeststandard legt Mindestwerte für die im „HV-Benchmarkkompakt“ betrachteten Aspekte der Informationssicherheit fest, die von allen Rechenzentren der Bundesverwaltung erreicht werden müssen. Die Mindestwerte sind aus Sicht desBSInotwendig, um ein angemessenes Sicherheitsniveau bei normalem Schutzbedarf zu erreichen.",Bonn,BSI, Mindestanforderungen, Rechenzentren, Bundesamt für Sicherheit, Informationssicherheit,technological,BSI
2023-12-04,"Cybersicherheitsmonitor 2023: Onlinebetrug kostet Geld, Zeit und Nerven",https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/231204_Cybersicherheitsmonitor.html,"Über ein Viertel der befragten Bürgerinnen und Bürger haben bereits persönlich Erfahrung mit Cyberkriminalität gesammelt. Große Sorgen bereitet den Befragten außerdem die zunehmende Anwendung von Künstlicher Intelligenz (KI): Sie befürchten unter anderem mögliche Fälschungen und Manipulation von Dokumenten und Medien (65 %) ebenso wie Angriffe von Cyberkriminellen (60 %) und sehen die Sicherheit ihrer persönlichen Daten (58 %) in Gefahr. Das unter anderem ergibt derCybersicherheitsmonitor 2023(CyMon), bisher bekannt als Digitalbarometer. Es ist bereits die fünfte gemeinsame Bürgerbefragung des Bundesamts für Sicherheit in der Informationstechnik (BSI) und der Polizeilichen Kriminalprävention der Länder und des Bundes (ProPK).",Stuttgart/Bonn,Cybersicherheitsmonitor, Onlinebetrug, Künstliche Intelligenz, Cyberkriminalität, persönliche Daten,technological,BSI
2023-11-27,Internationale Cybersicherheitsbehörden veröffentlichen Leitfaden zur Entwicklung sicherer KI-Systeme,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/231127_Leitfaden-sicher-KI-Systeme.html,"Künstliche Intelligenz (KI) kann unserer Gesellschaft zahlreiche Vorteile bieten. Diese Systeme können unter anderem bei Vorhersagen über Klima und Finanzmärkte, automatisierten medizinischen Diagnosen und (teil-) autonomen Transportmitteln eingesetzt werden. Dazu müssen die Systeme aus Sicht des Bundesamtes für Sicherheit in der Informationstechnik (BSI) jedoch nicht nur sicher geplant und entwickelt, sondern auch sicher eingeführt und betrieben werden.",London,Entwicklung, KI-Systeme, Cybersicherheitsbehörden, Leitfaden, Sicherheit,technological,BSI
2023-11-21,BSI und der Freistaat Sachsen vereinbaren Kooperation für mehr Cybersicherheit,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/231121_Kooperation_Sachsen.html,"Das Bundesamt für Sicherheit in der Informationstechnik (BSI) und der Freistaat Sachsen haben sich auf die Umsetzung von Kooperationsmaßnahmen im BereichCyber- und Informationssicherheit verständigt.BSI-Präsidentin Claudia Plattner undProf.Thomas Popp, Staatssekretär für Digitale Verwaltung und Verwaltungsmodernisierung und Beauftragter für Informationstechnologie (CIO) im Freistaat Sachsen, unterzeichneten heute eine entsprechende Kooperationsvereinbarung.",Bonn/Dresden,BSI, Freistaat Sachsen, Kooperation, Cybersicherheit, Informationssicherheit,technological,BSI
2023-11-02,Cybersicherheitslage erfordert strategische Neuaufstellung,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/231102_Lagebericht.html,"Die Cybersicherheitslage in Deutschland ist weiter angespannt. Das geht aus dem aktuellen Bericht zur Lage derIT-Sicherheit in Deutschland hervor, den Bundesinnenministerin Nancy Faeser und Claudia Plattner, Präsidentin des Bundesamts für Sicherheit in der Informationstechnik (BSI), heute vorgestellt haben. DerBSI-Lagebericht verdeutlicht, dass von Angriffen mitRansomwaredie derzeit größte Bedrohung ausgeht. Hinzu kommt eine wachsende Professionalisierung auf Täterseite, der eine steigende Anzahl von Sicherheitslücken gegenübersteht.",Bonn/Berlin,Cybersicherheitslage, Deutschland, Ransomware, Bedrohung, Sicherheitslücken,technological,BSI
2023-10-30,Mehr Sicherheit bei E-Mails,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/231030_E-Mail-Dienste.html,"E-Mailszählen nach wie vor zu den am häufigsten genutzten digitalen Kommunikationsmitteln. Umso wichtiger ist, dass sich Nutzerinnen und Nutzer darauf verlassen können, dassE-Mail-Diensteanbieter großen Wert auf Informationssicherheit legen. Sie können durch eine Zertifizierung das von ihnen erreichte Sicherheitsniveau nachweisen.",Bonn,Sicherheit, E-Mails, Nutzerinnen, Diensteanbieter, Zertifizierung,legal,BSI
2023-10-20,Cybersicherheit ermöglichen – BSI veröffentlicht Checklisten für Kommunen,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/231020_WiBA-Checklisten.html,"Cyberangriffe auf Kommunen haben jüngst wiederholt zu weitreichenden Folgen für die Betroffenen geführt. Auch Bürgerinnen und Bürger sind mittelbar von den Folgen erfolgreicher Cyberangriffe auf Kommune betroffen, etwa durch fehlende staatliche Dienstleistungen. Das Bundesamt für Sicherheit in der Informationstechnik (BSI) bietet Kommunen nun einen unkomplizierten und ressourcenschonenden Einstieg in den etabliertenIT-Grundschutz desBSI.",Bonn,Cybersicherheit, BSI, Checklisten, Kommunen, Cyberangriffe,technological,BSI
2023-10-19,BSI und das Land Sachsen-Anhalt unterzeichnen Kooperationsvereinbarung,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/231019_Kooperation_Sachsen-Anhalt.html,"Das Bundesamt für Sicherheit in der Informationstechnik (BSI) und das Land Sachsen-Anhalt, vertreten durch das Ministerium für Infrastruktur und Digitales, haben eine Kooperationsvereinbarung geschlossen. Damit wird die Zusammenarbeit zwischen Bund und Land weiter vertieft.",Magdeburg,BSI, Land Sachsen-Anhalt, Kooperationsvereinbarung, Zusammenarbeit, vertieft.  ,political,BSI
2023-10-19,IT-Sicherheits-Zertifikate vergeben,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/231019_it-sa_Zertifizierungen.html,"Im Rahmen derIT-Sicherheits-Fachmesse it-sa Expo&Congress hat das Bundesamt für Sicherheit in der Informationstechnik (BSI) zwölfIT-Sicherheits-Zertifikate vergeben. DasBSIhat die Aufgabe, Zertifizierungen vonIT-Produkten, -Komponenten und –Systemen durchzuführen. Die unabhängige Prüfung durch dasBSIweist Vertraulichkeit, Authentizität und Verfügbarkeit transparent nach.",Bonn/Nürnberg,IT-Sicherheits-Zertifikate, BSI, IT-Sicherheits-Fachmesse, it-sa Expo&Congress, IT-Produkten,technological,BSI
2023-10-18,Sichere Energiewende auf den metering days,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/231018_MeteringDays.html,"Mit dem Gesetz zum Neustart der Digitalisierung der Energiewende möchte die Bundesregierung denRolloutvon intelligenten Messsystemen weiter beschleunigen und die Weichen für eine sichere Integration steuerbarer Einrichtungen in der Niederspannung stellen. DasSmart-Meter-Gateway(SMGW) als Schlüsseltechnologie hilft dabei, das Stromnetz zu entlasten und Energie effizient und auch kostengünstig zu nutzen. Im Zuge dermetering days2023 in Fulda hat das Bundesamt für Sicherheit in der Informationstechnik (BSI) nun das fünfteCC-Zertifikat für Hersteller vonSmart-Meter-Gatewaysan die efrGmbHvergeben. Darüber hinaus konnten nach erfolgreichem Abschluss der Re-Zertifizierungsverfahren auch die entsprechendenCC- undTR-Zertifikate an die beiden Unternehmen EMH undDr.Neuhaus überreicht werden.",Bonn/Fulda,Energiewende, Smart-Meter-Gateway, Digitalisierung, Niederspannung, Zertifikate,technological,BSI
2023-10-10,BSI will die „Cybernation Deutschland“ bauen,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/231010_it-sa_Cybernation.html,"„Lassen Sie uns gemeinsam die Cybernation Deutschland bauen.“Das sagte Claudia Plattner, seit 100 Tagen Präsidentin des Bundesamtes für Sicherheit in der Informationstechnik (BSI), bei der Eröffnung der diesjährigen it-saExpo&Congressin Nürnberg, einer der größten Austauschplattformen fürIT-Sicherheit.",Bonn/Nürnberg,Cybernation Deutschland, Claudia Plattner, BSI, Informationstechnik, IT-Sicherheit,technological,BSI
2023-10-06,Cybersicherheit auf die Agenda setzen,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/231006_it-sa-vorab.html,Wie in jedem Jahr ist das Bundesamt für Sicherheit in der Informationstechnik (BSI) als ideeller Träger mit einem eigenen Stand auf der it-sa Expo&Congress vertreten. Die Fachmesse zählt zu den weltweit größten Dialogplattformen für branchenspezifischeIT-Security-Lösungen. Vom 10. bis 12. Oktober 2023 treffen sich internationaleIT-Sicherheitsexperten und Entscheider im Messezentrum Nürnberg zum Austausch über Herausforderungen und Trends in der Cybersicherheit. Erstmals wird die neueBSI-Präsidentin Claudia Plattner die Cybersicherheitsbehörde des Bundes auf der Messe vertreten.,Bonn/Nürnberg,Cybersicherheit, BSI, IT-Security-Lösungen, IT-Sicherheitsexperten, Trends,technological,BSI
2023-09-29,Cyberstudiengang DACS: Erster Jahrgang diplomiert,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/230929_erster-DACS-Jahrgang.html,"Seit drei Jahren büffelt der erste Jahrgang des hochspezialisierten dualen Studiengangs ""Digital AdministrationundCyberSecurity""für diesen Moment. Mit ihrer Diplomierungsfeier schließen die Absolventinnen und Absolventen nicht nur ihr Studium ab, sondern können in der Regel auch unmittelbar ihren Job in der öffentlichen Verwaltung, etwa bei Bundesamt für Sicherheit in der Informationstechnik (BSI), beginnen. DasBSIgewinnt durch die Kooperation mit der Hochschule des Bundes (HSBund) hochqualifizierte Fachkräfte, die dasBSIzudem bereits gut kennen. Denn das Studium untergliedert sich in vier Semester Theorie an derHSBund in Brühl und zwei Praxissemester imBSI.",Bonn/Brühl,Cyberstudiengang, DACS, diplomiert, öffentliche Verwaltung, BSI,technological,BSI
2023-09-08,BSI startet Projektarbeit in San Francisco,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/230908_Projektstart-San-Francisco.html,Das Bundesamt für Sicherheit in der Informationstechnik (BSI) verstärkt seine internationale Zusammenarbeit mit Wissenschaft und Wirtschaft in denUSA. Im Rahmen einer Feierstunde in der Residenz des deutschen Generalkonsuls haben das Deutsche Wissenschafts- und InnovationshausSan Francisco(DWIH) und dasBSIden Startschuss für die Projektarbeit vor Ort gegeben.,San Francisco,BSI, Projektarbeit, San Francisco, Zusammenarbeit, Wirtschaft,economic,BSI
2023-09-01,BSI beleuchtet Cybersicherheit in der Automobilbranche,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/230901_Branchenlagebild-Automotive.html,"Neben alternativen Antriebsenergien wie Strom und Wasserstoff gibt es längst weitere wichtige Treibstoffe moderner Fahrzeuge: Daten, Algorithmen und Vernetzung. Sie müssen aber vor Diebstahl, Missbrauch und Erpressungsversuchen sicher sein. Nur so entsteht das notwendige Vertrauen bei Anwenderinnen und Anwendern in die neuen Technologien – und nur so können Daten, Algorithmen und Vernetzung einen produktiven Beitrag zur sicher vernetzten Mobilität leisten.",Bonn,Cybersicherheit, Automobilbranche, Daten, Algorithmen, Vernetzung,technological,BSI
2023-08-30,5G-Sicherheit: BSI eröffnet 5G/6G Security Lab am Standort Freital,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/230830_5G6G-Labor.html,Das Bundesamt für Sicherheit in der Informationstechnik (BSI) hat heute in Anwesenheit vonBSI-Präsidentin Claudia Plattner die erste Aufbaustufe seines 5G/6GSecurityLab in Freital in Betrieb genommen.,Freital,5G-Sicherheit, BSI, 5G/6G Security Lab, Freital, Claudia Plattner,technological,BSI
2023-08-25,BSI will Cyberakteure in Deutschland vernetzen,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/230825_Besuch_Athene.html,"Cybersicherheit bedarf eines gemeinsamen Handelns von Staat, Wirtschaft und Wissenschaft. Um sich über aktuelle Themen der Cybersicherheit auszutauschen, besuchte die Präsidentin des Bundesamtes für Sicherheit in der Informationstechnik (BSI), Claudia Plattner, das Nationale Forschungszentrum für angewandte CybersicherheitATHENEund das Fraunhofer SIT in Darmstadt.",Darmstadt,Cybersicherheit, BSI, Deutschland, vernetzen, Cyberakteure,technological,BSI
2023-08-17,BSI startet Call for Papers für den 20. Deutschen IT-Sicherheitskongress,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/230817_Call-for-Papers_BSI-Kongress.html,"Einmal im Jahr schafft das Bundesamt für Sicherheit in der Informationstechnik (BSI) eine der größten Plattformen in Deutschland, um über Trends, Ideen und Entwicklungen zu sprechen, die leicht und schnell umsetzbar die Informationssicherheit erhöhen – in 2024 sogar in Form eines Jubiläums: der 20. DeutscheIT-Sicherheitskongress.",Bonn,BSI, Call for Papers, Deutscher IT-Sicherheitskongress, Informationssicherheit, Jubiläum,technological,BSI
2023-08-16,BSI fördert Cyber-Sicherheit in Kommunen: 18 Checklisten als Community Draft veröffentlicht,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/230816_WiBA-Community-Draft.html,Im Rahmen des Projekts „Weg in die Basis-Absicherung“ (WiBA) veröffentlicht das Bundesamt für Sicherheit in der Informationstechnik (BSI) 18 Checklisten zum Einstieg in die Informationssicherheit alsCommunity Draft.,Bonn,Cyber-Sicherheit, Kommunen, Checklisten, BSI, Informationssicherheit,technological,BSI
2023-08-01,BSI will Sicherheit von Open-Source-Software erhöhen,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/230801_Projekt_CAOS.html,Im Rahmen eines Projektes zur Codeanalyse vonOpen Source Softwarehat das Bundesamt für Sicherheit in der Informationstechnik (BSI) Videokonferenzsysteme undeID-Templates auf deren Sicherheitseigenschaften hin untersucht.,Bonn,Open-Source-Software, BSI, Codeanalyse, Sicherheit, Informationstechnik,technological,BSI
2023-07-31,BSI-Magazin: Neue Ausgabe erschienen,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/230731_BSI-Magazin_2023_01.html,In der neuen Ausgabe seines Magazins „Mit Sicherheit“ beleuchtet das Bundesamt für Sicherheit in der Informationstechnik (BSI) aktuelle Themen der Cybersicherheit. Im Fokus steht der digitale Verbraucherschutz.,Bonn,BSI-Magazin, Ausgabe, Bundesamt für Sicherheit, Cybersicherheit, Verbraucherschutz,political,BSI
2023-07-17,Claudia Plattner feierlich im Amt begrüßt,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/230717_Claudia-Plattner-Amtseinfuehrung.html,"Im Rahmen eines Festaktes wurde die neue Präsidentin des Bundesamtes für Sicherheit in der Informationstechnik (BSI), Claudia Plattner, offiziell in ihrem Amt begrüßt.",Bonn,Claudia Plattner, Amt, Präsidentin, Bundesamt für Sicherheit in der Informationstechnik (BSI), Festakt,political,BSI
2023-06-30,Claudia Plattner neue BSI-Präsidentin,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/230630_ClaudiaPlattner.html,Claudia Plattner übernimmt zum 1. Juli 2023 die Leitung des Bundesamtes für Sicherheit in der Informationstechnik (BSI).,Bonn,Claudia Plattner, BSI-Präsidentin, Leitung, Bundesamt für Sicherheit, Informationstechnik,political,BSI
2023-06-30,Neue Version der Technischen Richtlinien für Technische Sicherheitseinrichtungen (TSE) veröffentlicht,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/230630_TSE-TR-Taxameter.html,DasBSIhat heute neue Versionen derTechnischen Richtlinienfür Technische Sicherheitseinrichtungen elektronischer Aufzeichnungssysteme veröffentlicht.,Bonn,Technische Richtlinien, Technische Sicherheitseinrichtungen, TSE, BSI, elektronischer Aufzeichnungssysteme,technological,BSI
2023-06-16,Fabienne Tegeler zur Vorsitzenden des ENISA-Verwaltungsrates gewählt,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/230616_ENISA_Tegeler.html,Das Bundesamt für Informationstechnik (BSI) gestaltetCyber-Sicherheit auf internationaler Ebene und vertritt die Bundesrepublik Deutschland in vielen Gremien und Partnerorganisationen – unter anderem in der EuropäischenCyber-Sicherheitsagentur ENISA.,Athen,ENISA-Verwaltungsrates, Bundesamt für Informationstechnik, Cyber-Sicherheit, Bundesrepublik Deutschland, EuropäischenCyber-Sicherheitsagentur ENISA,technological,BSI
2023-06-14,Analyse: Internationale Cyber-Sicherheitsbehörden nehmen Ransomware LockBit unter die Lupe,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/230614_CISA_Lockbit.html,DieRansomware-Gruppierung hinter LockBit gilt aktuell als der gefährlichste Cybercrime-Akteur der Welt. Weltweit zählen Unternehmen und Organisationen jeder Größe zu den Opfern von LockBit. Die Schäden gehen in die Millionen.,Bonn / Washington,Ransomware, LockBit, Cybercrime-Akteur, Unternehmen, Schäden,technological,BSI
2023-06-14,BSI-Standard 200-4 verhilft mit Business Continuity Management zu ganzheitlicher Resilienz,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/230614_Standard200-4.html,"Das Bundesamt für Sicherheit in der Informationstechnik (BSI) hat heute im Rahmen seines drittenIT-Grundschutz-Tages 2023den finalenBSI-Standard 200-4Business ContinuityManagement(BCM)vorgestellt. UnterBCMwird ein ganzheitlicher Prozess verstanden, der Unterbrechungen desIT-Betriebs minimieren soll. ImIT-Grundschutz ist das ThemaBCMbereits seit Jahren fest verankert und bietet mit dem bisherigenBSI-Standard 100-4zum Notfallmanagement eine fundierte Hilfestellung.",Limburg,BSI-Standard 200-4, Business Continuity Management, Resilienz, IT-Grundschutz, Notfallmanagement,technological,BSI
2023-06-06,BSI und kommunale Spitzenverbände starten Pilotprojekt für bessere IT-Absicherung in Kommunen,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/230606_Pilotprojekt-Basisabsicherung.html,"Das Bundesamt für Sicherheit in der Informationstechnik (BSI) erprobt seit Mai zusammen mit sechs deutschen Modellkommunen das Pilotprojekt „Weg in die Basis-Absicherung“ (WiBA). Diese Kommunen wurden gemeinsam mit dem Deutschen Städtetag, dem Deutschen Landkreistag sowie dem Deutschen Städte- und Gemeindebund aus bundesweit über 130 Bewerbungen ausgewählt. Sie bilden einen Querschnitt der kommunalen Landschaft ab: zwei Gemeinden, zwei mittelgroße Städte, eine größere Stadt sowie ein Landkreis. Hierzu gehören unter anderem Balgheim, Rees, Markkleeberg, Schwerin und Regen.",Bonn,Pilotprojekt, IT-Absicherung, BSI, Kommunen, Modellkommunen.,technological,BSI
2023-05-23,BSI zertifiziert ersten Dienstleister im Bereich Vorfallbearbeitung,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/230523_Zertifizierung-Vorfallbearbeitung.html,"Durch Angriffe auf ihreIT-Systeme entstehen Unternehmen in Deutschland jährlich Schäden in zweistelliger Milliardenhöhe. Insbesondere in komplexen Fällen, die eine hohe fachliche Expertise und Erfahrung in der Vorfallanalyse und -behandlung erfordern, gelangenIT-Abteilungen schnell an ihre Belastungsgrenzen. Das Bundesamt für Sicherheit in der Informationstechnik (BSI) empfiehlt in diesen Fällen, zertifizierteIT-Dienstleister zu beauftragen. Diese helfen durch die Übernahme reaktiver Tätigkeiten,IT-Sicherheitsvorfälle zu erkennen und zu analysieren, das Schadensausmaß zu begrenzen sowie weitere Schäden abzuwenden. Für den Bereich Vorfallbearbeitung hat dasBSInun das secunet Prüflabor als erstenIT-Sicherheitsdienstleister zertifiziert.",Bonn,BSI, Vorfallbearbeitung, Dienstleister, IT-Sicherheitsdienstleister, secunet Prüflabor,technological,BSI
2023-05-11,Cyber-Resilienz gemeinsam stärken,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/230511_Kongress_Recap.html,"„Digital sicher in eine nachhaltige Zukunft“ war das Motto des DeutschenIT-Sicherheitskongresses, zu dem das Bundesamt für Sicherheit in der Informationstechnik bereits zum 19. Mal eingeladen hatte. Fast 10.000 Teilnehmende haben während der beiden Kongresstage rund 30 Fachvorträge und –diskussionen von Expertinnen und Experten aus dem Bereich derCyber-Sicherheit verfolgt.",Bonn/Bergheim,Cyber-Resilienz, Zukunft, Deutscher IT-Sicherheitskongress, Bundesamt für Sicherheit in der Informationstechnik, Cyber-Sicherheit,technological,BSI
2023-05-11,Viertes Smart-Meter-Gateway zertifiziert,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/230511_SMGW-Zertifizierung.html,"Das Bundesamt für Sicherheit in der Informationstechnik (BSI) hat dasSmart-Meter-Gateway(SMGW) Siconia® SMARTYIQvon SagemcomDr.Neuhaus nachCommon Criteriaund nach Technischer RichtlinieTR-03109-1 zertifiziert. Das Produkt konnte in den jeweiligen Konformitätsbewertungsverfahren mit hoher Prüftiefe nachweisen, dass es denIT-Sicherheits- und Interoperabilitäts-Anforderungen genügt.",Bonn,Smart-Meter-Gateway, BSI, Siconia SMARTYIQ, Common Criteria, TR-03109-1,technological,BSI
2023-05-10,BSI informiert über Chancen und Risiken von KI-Sprachmodellen,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/230510_Kongress_LLMs.html,"GroßeKI-Sprachmodelle, so genannte Large Language Models (LLMs), sind in der öffentlichen Diskussion omnipräsent. Insbesondere die Ankündigung und Veröffentlichung von Modellen wie ChatGPThabenKI-Sprachmodelle schnell bekannt gemacht. Im Rahmen des 19. DeutschenIT-Sicherheitskongresses hat das Bundesamt für Sicherheit in der Informationstechnik (BSI) ein Positionspapier veröffentlicht, in dem es über Stärken, Schwächen und Risiken vonKI-Sprachmodellen informiert – sowie über geeignete Vorsichtsmaßnahmen.",Bonn/Bergheim,Chancen, Risiken, KI-Sprachmodelle, BSI, Informationssicherheitskongresses,technological,BSI
2023-04-27,Girls' Day beim BSI: Sicher in die digitale Zukunft,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/230427_GirlsDay.html,"23 Mädchen konnten am Donnerstag beimGirls' Daydes Bundesamts für Sicherheit in der Informationstechnik (BSI) entdecken, wie viel Spaß das ThemaCyber-Sicherheit macht. Erstmals nach dreijähriger Pandemiepause fand der Mädchen-Zukunftstag wieder live vor Ort in Bonn statt.",Bonn,Girls' Day, BSI, digitale Zukunft, Cyber-Sicherheit, Bonn,social,BSI
2023-04-26,Standard-Sicherheitscheck für KMU: BSI entwickelt mit Partnern DIN-SPEC,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/230426_DIN-SPEC.html,"Immer mehr Verantwortliche in kleinen und mittleren Unternehmen (KMU) erkennen, dass sie ohne ihreIT-Systeme nicht mehr arbeitsfähig sind und sie diese daher angemessen schützen müssen. Oftmals wissen sie aber weder, wie gut oder schlecht es um ihre Informationssicherheit konkret bestellt ist, noch welche Wege sinnvollerweise zu gehen sind, um das Schutzniveau zu erhöhen. Abhilfe schafft nun ein neuer Standard fürIT-Sicherheitsberatungen, der durch das Bundesamt für Sicherheit in der Informationstechnik (BSI) in Kooperation mit dem Bundesverband mittelständische Wirtschaft (BVMW) sowie rund 20 weiteren Partnern entwickelt wurde. Damit wird insbesondereKMUder Einstieg in die Informationssicherheit weiter erleichtert.",Bonn,Standard-Sicherheitscheck, KMU, BSI, IT-Systeme, Informationssicherheit,technological,BSI
2023-04-21,BSI bietet Zertifizierungen nach neustem Common-Criteria-Prüfstandard an,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/230421_CC-Standard.html,"Die Zertifizierung vonIT-Produkten leistet einen wichtigen Beitrag zur Erhöhung desCyber-Sicherheitsniveaus in Deutschland. Das Bundesamt für Sicherheit in der Informationstechnik (BSI) bietet Zertifizierungen nach dem neuestenCommon-Criteria-Prüfstandardan. Die neue Version des Standards erweitert die Möglichkeit, Anforderungen detaillierter zu definieren. Hierzu werden neue Konzepte wie „Multi-Assurance“, eine erweiterte Modularisierung oder die Möglichkeit von „Composition of assurance“ eingeführt, die im neuen Standard ausführlich beschrieben werden.DasBSIempfiehlt Herstellen vonIT-Produkten ausdrücklich die Nutzung des neuen Standards um neben fachlichen Aspekten auch auf das zukünftige Europäische ZertifizierungsschemaEUCCvorbereitet zu sein.",Bonn,Zertifizierungen, Common-Criteria-Prüfstandard, Cyber-Sicherheitsniveau, BSI, Standards,technological,BSI
2023-04-13,Internationale Cyber-Sicherheitsbehörden fordern sichere IT-Produkte,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/230413_CISA-Handreichung.html,"Qualitätsmängel in Soft- undHardware-Produkten erhöhen die Angriffsfläche fürCyber-Kriminelle und gefährden damit ganzeIT-Infrastrukturen. Das Bundesamt für Sicherheit in der Informationstechnik (BSI) appelliert daher an die Hersteller vonIT-Produkten, Sicherheitsaspekte bereits bei der Entwicklung stärker zu berücksichtigen und die Geräte in einer sicheren Konfiguration auszuliefern. Gemeinsam mit seinen Partnerbehörden in denUSA(CISA), Kanada (CCCS), Großbritannien (NCSC UK), den Niederlanden (NCSC NL), Australien (ACSC) und Neuseeland (CERT-NZ) hat dasBSIdaher heute Empfehlungen anIT-Hersteller veröffentlicht, die Grundsätze „security-by-design“ und „security-by-default“ stärker in ihre Produktentwicklung zu implementieren, und gibt Hinweise zur Umsetzung.",Bonn / Washington / London / Ottawa / Canberra / Den Haag / Wellington,Cyber-Sicherheitsbehörden, IT-Produkte, Sicherheit, Entwicklung, Empfehlungen,technological,BSI
2023-03-22,Cyber-Sicherheit für das Management,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/230322_Management_Handbuch.html,"Cyber-Angriffe auf Unternehmen sind an der Tagesordnung, die Bedrohungslage ist so hoch wie nie. Dessen müssen sich Unternehmensleitungen bewusst sein undCyber-Sicherheit zum festen Bestandteil des Risikomanagements machen. Das international erscheinende Handbuch „Management vonCyber-Risiken“, das durch das Bundesamt für Sicherheit in der Informationstechnik (BSI) in Zusammenarbeit mit der Internet Security Alliance (ISA) entwickelt wurde, erhält nun ein weitreichendesUpdate. Es widmet sich einer umfassenden Unternehmenskultur, dieCyber-Sicherheit jederzeit berücksichtigt und so die Resilienz der Unternehmen erhöht. Die aktualisierte Auflage ist heuteveröffentlichtworden.",Bonn/Washington,Cyber-Sicherheit, Unternehmen, Risikomanagements, Cyber-Risiken, Resilienz,technological,BSI
2023-03-14,Komplexe Cyber-Bedrohungslage für Verbraucherinnen und Verbraucher,https://www.bsi.bund.de/DE/Service-Navi/Presse/Pressemitteilungen/Presse2023/230324_DVS-Bericht.html,"Zum Weltverbrauchertag hat das Bundesamt für Sicherheit in der Informationstechnik (BSI) seinen Bericht zum Digitalen Verbraucherschutz vorgestellt: Das Bild einerkonstant angespanntenCyber-Sicherheitslage, die sich durch den russischen Angriffskrieg auf die Ukraine zuletzt verschärfte, spiegelt sich auch im Verbraucherbereich wider.",Berlin/Bonn,Cyber-Bedrohungslage, Verbraucherinnen, Verbraucher, Cyber-Sicherheitslage, Digitalen Verbraucherschutz,technological,BSI
